ID,SU
membasuh,nyimbeuh
membatalkan,ngabolaykeun
membatas,ngawates
membatasi,ngabatesan
membawa,mawa
membawanya,ngabawa
membayangkan,ngabayangkeun
membayar,mayar
membebani,ngabeungbeuratan
membebani,ngaganggayong
membebaskan,ngaleupaskeun
membedakan,ngabédakeun
membeku,ngimpel
membelanjai,ngabalanjaan
membeli,meuli
membenarkan,ngabenerkeun
membendung,mendet
membentak-bentak,hahaok
membentuk,nyieun
memberantas,numpes
memberatkan,ngabeungbeuratan
memberi,méré
memberi,mikeun
memberi,mawéh
memberikan,mikeun
memberitahu,ngabejaan
memberitakan,ngawartakeun
memberitakan,ngawartakeun
membersihkan,ngabersihkeun
membesut,ngabesut
membiarkan,ngantep
membiayai,ngabiayaan
membicarakan,ngomongkeun
membidik,ngécéng
membidik,nyéntang
membina,ngabina
membingungkan,ngabingungkeun
membiru,geuneuk
membocorkan,ngabocorkeun
membonceng,nepong
membongkar,ngakat
memborbardir,ngabombardir
memborong,ngaborong
membuang,miceun
membuat,nyieun
membuatkan,mangnyieunkeun
membubarkan,ngabubarkeun
membujang,ngalagena
membuka,muka
membungkuk,dongko
membunuh,maéhan
memburu,moro
membutuhkan,merlukeun
memecah,meupeus
memegang,nyekel
memekarkan,ngamekarkeun
memelihara,miara
memelihara,miara
memelintir,mulintirkeun
memenangi,ngameunangan
memenangkan,meunang
memendekkan,mondokkeun
memengaruhi,mangaruhan
memenuhi,nyumponan
memenuhi,nohonan
memenuhi,minuhan
memenuhinya,nyumponanana
memerahkan,ngabeureumkeun
memerangi,merangan
memeras,meres
memercik,muncrat
memerhatikan,nengetan
memeriksa,mariksa
memerintah,maréntah
memerintahkan,maréntahkeun
memerlukan,merlukeun
memesan,mesen
memfasilitasi,nyadiaan
memihak,mihak
memihak,ngabiluk
memijat,meuseul
memikirkan,mikiran
memikirkannya,mikiranana
memikul,manggul
memilah-milah,ngawilah-wilah
memilih,milih
memilih-milih,milih-milih
memiliki,ngabogaan
memimpin,mingpin
memindah-mindahkan,mindah-mindahkeun
memindahkan,mindahkeun
meminta,ménta
meminum,nginum
memisahkan,misahkeun
memotong,motong
mempengaruhi,mangaruhan
memperbaiki,ngabenerkeun
memperbaikinya,ngabenerkeunana
memperbesar,ngagedéan
memperbolehkannya,ngidinan manéhna
mempercayai,mercayaan
mempercayakan,mercayakeun
memperhatikan,nengetan
memperingati,miéling
memperkenalkan,ngawanohkeun
memperketat,ngaheureutkeun
memperkuat,nguatkeun
memperlihatkan,nempokeun
memperoleh,meunang
memperoleh,nampa
memperolok-olok,ngaléléwé
memperpanjang,manjangkeun
mempersiapkan,nyiapkeun
mempertahankan,ngabéla
mempertanyakan,nananyakeun
mempertaruhkan,nandonkeun
mempertebal,ngandelan
mempertimbangkan,nimbang-nimbang
memproduksi,mroduksi
mempunyai,miboga
memuaskan,nyugemakeun
memudahkan,ngagampangkeun
memuja,muja
memuji,muji
memukul,neunggeul
memukul,nakol
memukuli,neunggeulan
memulai,mitembeyan
memulai,eungkeut-eungkeut
memuliakan,ngamuliakeun
memulihkan,nyageurkeun
memungkinkan,matak bisa
memupuk,ngagemukan
memutar,muter
memutuskan,megatkeun
men,nga
menabuh,nabeuh
menabur,ngawur
menagih,nagih
menahan,nahan
menaiki,naékan
menaikkan,naékkeun
menambah,nambahan
menambahkan,nambahan
menampilkan,mintonkeun
menampung,nandéan
menampungnya,nandéanana
menanam,melak
menancap,nyeceb
menancap,mebes
menancapkan,mancegkeun
menandakan,nandakeun
menandaskan,nanjeurkeun
menandatangani,nandatanganan
menanduk,ngagadil
menang,meunang
menangani,nungkulan
menanggapi,nanggepan
menanggung,nanggung
menangis,ceurik
menangkap,nyerek
menangkap,néwak
menangkapi,néwakan
menantang,nangtang
menanti,ngadagoan
menantu,minantu
menanyakan,nanyakeun
menargetkan,nargétkeun
menari,rampayak
menarik,metot
menatap,melong
menawar,ngawar
menawarkan,nawarkeun
mencabut,nyabut
mencakar,ngaut
mencakar,ngerewes
mencakup,ngawengku
mencanangkan,ngémbarkeun
mencangkul,macul
mencangkulnya,maculna
mencapai,ngahontal
mencaplok,nyapluk
mencari,néangan
mencari-cari,ngotéktak
mencatat,nyatet
mencatatkan,nyatet
mencegah,nyegah
mencela,nyempad
mencela,nyegék
mencela,nyawad
menceritakan,nyaritakeun
mencibir,ngajebian
mencicil,nyicil
mencicipi,ngasaan
mencicipi,nyicip
mencintai,mitresna
menciptakan,nyiptakeun
mencium,nyium
menciumi,ngagaléntoran
mencoba,mecakan
mencoba,nyobaan
mencoba,ngajaran
mencoba-coba,nyoba-nyoba
mencontohkan,nyontoan
mencopot,nyopot
mencuat,ngajaul
mencuci,kukumbah
menculik,nyulik
mencuri,maok
mencurigakan,matak curiga
mendadak,dumadakan
mendaftar,ngadaptar
mendalami,neuleuman
mendampingi,gondeng
mendapat,meunang
mendapatkan,meunangkeun
mendarat,badarat
mendasar,ngadasar
mendatang,ka hareup
mendatangkan,ngadatangkeun
mendayung,ngawelah
mendekam,ngadekem
mendekam,depa
mendekap,ngakeup
mendekati,ngadeukeutan
mendekatkan,ngaraketkeun
mendeklarasikan,ngadéklarasikeun
mendelik,ngadelék
mendengar,ngadéngé
mendengar,ngareungeu
mendengarkan,ngaregepkeun
mendera,tumiba
menderita,nalangsara
mendesak,nyedek
mendesak,ngadesek
mendidih,ngagolak
mendidik,ngatik
mendingan,leuheung
mendirikan,ngadegkeun
mendistribusikan,ngadistribusikeun
mendongak,dangah
mendongengkan,ngadongéngkeun
mendorong,nyorong
mendorong,nyurungkeun
menduga,nyangka
mendukung,ngarojong
mendung,ceudeum
mendung,haleungheum
mendung,angkeub
mendung,meded
menegakkan,ngadegkeun
menegaskan,negeskeun
menekuni,ngaleukeunan
menelan,nelen
meneliti,nalungtik
menemani,maturan
menemani,marengan
menembak,némbak
menembakkan,némbakkeun
menembus,nembus
menempatkan,nempatkeun
menempel,adek
menempeleng,nyabok
menemui,manggihan
menemui,nepungan
menemuinya,nepungan manéhna
menemukan,manggihan
menendang,nalapung
menengah,tengahan
menengok,ngalayad
menentukan,nangtukeun
menerangkan,ngajelaskeun
menerapkan,nerapkeun
menerapkannya,ngalarapkeunana
menerbitkan,medar
meneriakkan,ngajorowokeun
menerima,nampa
menerima,narima
menerkam,ngerekeb
menerobos,moncor
menerpa,numiba
meneruskan,neruskeun
menetapkan,netepkeun
menetes,nyakclakan
menewaskan,niwaskeun
mengabaikan,teu malire
mengabari,méré béja
mengacu,ngarujuk
mengadakan,ngayakeun
mengaduk,ngagaley
mengaduk,ngocék
mengadukan,ngadukeun
mengagumkan,matak hélok
mengagungkan,ngagungkeun
mengajak,ngajak
mengajari,ngawurukan
mengajarkan,ngajarkeun
mengajukan,ngusulkeun
mengakhiri,mungkas
mengakibatkan,ngabalukarkeun
mengaku,ngaku
mengakui,ngaku
mengalah,ngéléhan
mengalahkan,ngéléhkeun
mengalami,ngalaman
mengalir,ngocor
mengalir,nyérélék
mengalirkan,ngocorkeun
mengamankan,ngamankeun
mengamati,nitetan
mengamati,ngimeutan
mengambil,ngala
mengambil,nyokot
mengamuk,ngamuk
mengancam,ngancem
mengandalkan,ngandelkeun
mengandung,kakandungan
mengandung,ngandung
menganga,ngangah
menganga,engab
menganggap,nganggap
menganggapnya,nganggap hal éta
menganggarkan,nganggarkeun
mengangguk,unggeuk
menganggur,ngaligeuh
mengangkang,ngangkang
mengangkut,ngunjalan
menganiaya,nganiaya
mengantar,nganteur
mengantarkan,nganteurkeun
mengantisipasi,nyegah
mengantongi,ngantongan
mengantuk,tunduh
menganut,ngagem
menganut,nganut
mengapa,naha
mengapresiasi,ngahargaan
mengarak,ngarak
mengarang,ngarang
mengarungi,ngambah
mengasah,ngasah
mengasumsikan,ngasumsikeun
mengatakan,ngomong
mengatasi,nungkulan
mengatasnamakan,ngaku-ngaku
mengaum,ngagerem
mengayun,ngayun
mengayunkan,ulang
mengebiri,kabiri
mengebutkan,ngirabkeun
mengecer,ngécér
mengecewakan,nguciwakeun
mengeduk,ngeduk
mengejan,ngaheujeun
mengejar,ngudag
mengelak,nyingcet
mengelas,ngelas
mengelilingi,ngalingkung
mengelola,ngokolakeun
mengelompok,ngajumpluk
mengeluarkan,ngaluarkeun
mengeluh,ngageuri
mengeluh,humandeuar
mengembalikan,mulangkeun
mengembangkan,ngembangkeun
mengembara,ngumbara
mengenai,ngeunaan
mengenakan,maké
mengenal,mikawanoh
mengenali,mikawanoh
mengendalikan,ngadalikeun
mengendarai,numpakan
mengentuti,ngabekokan
mengepalkan,ngeupeulkeun
mengepel,ngepél
mengepul,ngebul
mengepung,ningker
mengerahkan,ngaluarkeun
mengering,jadi garing
mengeringkan,ngagaringkeun
mengerjakannya,migawena
mengerumuni,ngarubung
mengeser-geser,ngagésér-gésér
mengetahui,nyaho
mengevakuasi,mindahkeun (évakuasi)
menggabungkan,ngagabungkeun
menggali,ngadongkar
menggali,ngali
menggambarkan,ngagambarkeun
menggandeng,ngaléng
mengganggu,ngaganggu
mengganggu,ngaréwong
mengganjal,ngaganjel
mengganti,ngaganti
menggantikan,ngagantikeun
menggantinya,ngagantina
menggantungkan,ngagantungkeun
menggapai,ngahontal
menggapai-gapai,ngaroés
menggarap,nyambut
menggelegar,ngabeledag
menggeliat,nguliat
menggembala,ngangon
menggembung,melendung
menggenang,nguyumbang
menggendong,ngais
menggerakkan,ngusikkeun
menggigil,ngadégdég
menggigit,ngégél
menggiling,ngagiling
menggoreng,ngagoréng
menggosok,ngosok
menggosok-gosok,ngagusrukan
menggotong,ngagotong
menggumpal,ngadigleg
menggunakan,ngagunakeun
menggunakannya,makéna
mengguncang,ngoyagkeun
menggusur,ngagusur
menghabiskan,méakkeun
menghadap,nyanghareup
menghadap,ngadep
menghadapi,nyanghareupan
menghadapinya,nyanghareupanana
menghadiahi,ngadoan
menghadiahkan,ngado
menghadiri,ngahadiran
menghadiri,ngaluuhan
menghafal,ngapalkeun
menghalang-halangi,mapalangan
menghalau,ngagebah
menghampar,ngampar
menghancurkan,ngancurkeun
menghapalkan,ngapalkeun
mengharap,miharep
mengharap/melakukan,lahuta
mengharapkan,ngarep-ngarep
menghargai,ngajénan
menghargai,ngahargaan
mengharukan,matak kagagas
mengharuskan,ngudukeun
menghasilkan,ngahasilkeun
menghasut,ngawisuna
menghasut,ngangson
menghaturkan,ngahaturkeun
menghebohkan,matak ibur
menghentikan,ngeureunkeun
mengherankan,matak olohok
menghibur,upah
menghidupkan,ngahirupkeun
menghilang,ngaleungit
menghilang,ngiles
menghilangkan,ngaleungitkeun
menghina,ngécé
menghindarkan,nyingcetkeun
menghisap,ngenyot
menghitung,ngitung
menghormati,ngahormatan
menghubungkan,nyambungkeun
menghubungkannya,nyambungkeunana
mengidentifikasi,mikawanoh
mengigau,ngagundam
mengigau,ngalindur
mengikuti,miluan
mengikuti,nuturkeun
mengimani,ngimanan
mengimbangi,ngimbangan
mengindahkan,esto
mengingat,nginget
mengingatkan,ngingetkeun
menginginkan,hayangeun
mengingsud,ngésod
menginjak-nginjak,ngaleyek
menginstruksikan,maréntahkeun
mengintip,ngintip
mengira,mikir
mengirim,ngirim
mengirimkan,ngirimkeun
mengisi,ngeusian
mengistirahatkan,ngareureuhkeun
mengkal,mengkel
mengkerut,murengked
mengkhawatirkan,pikahariwangeun
mengobarkan,ngobarkeun
mengocok,ngoclok
mengolah,ngokolakeun
mengonggong,ngagogogan
mengontrak,ngontrak
mengontraknya,ngontrak manéhna
mengontrol,ngadalikeun
mengorbankan,ngorbankeun
mengoreksi,ngoréksi
menguap,heuay
menguasai,ngawasa
menguatkan,nguatkeun
mengubah,ngarobah
mengubur,ngaruang
mengucap,ngedalkeun
mengucapkan,ngedalkeun
mengultimatum,ngultimatum
mengulum,ngolomoh
mengumpulkan,ngumpulkeun
mengumumkan,nyalabarkeun
mengunci,nulak
mengundang,ngangkir
mengundang,ngondang
mengundurkan,mundurkeun
mengungkap,ngungkab
mengungkapkan,ngungkabkeun
mengunjungi,ngadatangan
menguntungkan,nguntungkeun
mengunyah,ngagayem
mengunyah,nyapék
mengupas,mesék
mengupayakan,narékahan
mengurangi,ngurangan
menguras,nguras
mengurung,ngerem
mengurungkan,ngabolaykeun
mengurus,ngurus
mengurusi,nguruskeun
mengusahakan,narékahan
mengusir,ngabuburak
mengusir,ngusir
mengutamakan,ngutamakeun
mengutarakan,ngedalkeun
mengutip,nyutat
mengutus,ngutus
meniadakan,ngeuweuhkeun
menikah,nikah
menikahi,nikah ka
menikahinya,nikah ka manéhna
menikmati,ngarasakeun
menilai,meunteun
menimbulkan,ngabalukarkeun
menimpa,tumiba
menindaklanjuti,neruskeun
menindas,nandasa
menindih,nindihan
meninggal,maot
meninggalkan,ninggalkeun
meningkatkan,ngaronjatkeun
meninjau,ngalanglang
meninjau,ngadongdon
menipis,ngipisan
menipisnya,ngaipisanana
menipu,gerejud
menipu,linyok
meniru-niru,niron-niron
menisik,ngajarumat
menistakan,nganistakeun
menit,
menitan,
menjabat,nyekel kalungguhan
menjadi,jadi
menjadikan,ngajadikeun
menjadikannya,ngajadikeunna
menjaga,ngajaga
menjahit,ngécos
menjahit,ngaput
menjajah,ngabawah
menjajah,ngajajah
menjalani,ngajalanan
menjalankan,ngajalankeun
menjalankannya,ngajalankeunana
menjamin,ngajamin
menjangkau,ngadongkang
menjanjikan,ngajangjian
menjarangkan,nyarangkeun
menjatuhkan,ngalabuhkeun
menjatuhkan,ngagubragkeun
menjawab,némbalan
menjejali,dedel
menjelang,nyanghareupan
menjelaskan,ngécéskeun
menjelma,ngajanggélék
menjemput,mapag
menjerat,ngured
menjerit,ngajerit
menjinjing,ngajingjing
menjolok,ngajul
menjorok,nyodor
menjual,ngajual
menjuluki,nelahan
menjumpai,nepungan
menjunjung,ngajungjung
menolak,nampik
menoleh,ngalieuk
menolong,nulungan
menonton,lalajo
mentah,atah
mentang,abong
menteri,
mentertawakan,geuhgeuy
menua,ngolotan
menuangkan,nyicikeun
menuding,nyangka
menuduh,nuduh
menuju,nuju
menukar,nukeur
menular,tépa
menulis,nulis
menuliskan,nuliskeun
menuliskannya,nuliskeunana
menumbuhkan,numuwuhkeun
menumpang,numpang
menumpas,numpes
menumpuk,numpuk
menunaikan,ngalakukeun
menundukkan,nungkulkeun
menunggu,nungguan
menunggu-nunggu,nunungguan
menunjang,ngarojong
menunjangnya,ngarojongna
menunjuk,nunjuk
menunjuk-nunjuk,nununjuk
menunjukkan,némbongkeun
menuntaskan,ngaréngsékeun
menuntut,nungtut
menurun,mudun
menurunkan,nurunkeun
menurunnya,turunna
menurut,nurutkeun
menurut,ngagugu
menurutnya,ceuk manéhna
menusuk,nojos
menutup,nutupan
menutupi,nutupan
menutupkan,nutupkeun
menuturkan,ngunggelkeun
menyabet,nyabet
menyadap,nyadap
menyadari,nyadar
menyakitkan,nyelekit
menyaksikan,nyaksian
menyala,murub
menyalahi,nyalahan
menyalak,ngagogog
menyalin,nyutat
menyalurkan,nyalurkeun
menyamai,madanan
menyamakan,nyaruakeun
menyamar,nyamur
menyambar,nyamber
menyambut,ngabagéakeun
menyampaikan,nepikeun
menyampuk,ngabintih
menyangka,nyangka
menyangkal,teu ngaku
menyangkut,ngait
menyanjung,muji
menyapu,nyapu
menyarankan,ngusulkeun
menyaring,ngayak
menyatakan,nyatakeun
menyatu,awor
menyebabkan,ngabalukarkeun
menyebarkan,nyebarkeun
menyebut,nyebutkeun
menyebutkan,nyebutkeun
menyediakan,nyadiakeun
menyedihkan,matak hanjelu
menyehatkan,nyageurkeun
menyekat,menggel
menyelamatkan,nyalametkeun
menyelaraskan,nyaluyukeun
menyelesaikan,ngabéréskeun
menyelidiki,nalungtik
menyelusuri,maluruh
menyembelih,meuncit
menyembunyikan,nyumputkeun
menyempurnakan,nyampurnakeun
menyempurnakannya,nyampurnakeunana
menyenangi,resep kana
menyenangkan,nyenangkeun
menyengaja,ngadon
menyengat,nyeureud
menyentil,nyintreuk
menyentuh,nyabak
menyepakati,nyatujuan
menyepuh,nyipuh
menyerah,nyerah
menyerahkan,mikeun
menyerang,narajang
menyerap,nyerepan
menyerbu,nyerbu
menyeringai,nyengir
menyerupai,nyarupaan
menyesal,kaduhung
menyesal,hanjakal
menyetujui,nyatujuan
menyewa,nyéwa
menyiapkan,nyiapkeun
menyikapi,nganggepan
menyimpan,nunda
menyinggung,nyigeung
menyingkirkan,nyingkahkeun
menyisakan,nyésakeun
menyisi,nyisi
menyisihkan,ngagéhan
menyodorkan,ngasongkeun
menyorot,moncorong
menyuapi,ngahuapan
menyukai,mikaresep
menyulitkan,ngahésékeun
menyumbang,nyumbang
menyumbat,nyandet
menyurati,nyuratan
menyuruh,ngajurung
menyusul,nyusul
menyusun,nyusun
menyusup,nyalusup
mepet,samporét
meraba-raba,ngayap
meracik,ngaracik
meragukan,cangcaya
merah,beureum
meraih,ngahontal
merajai,mingpin
merajalela,mahabu
merajuk,ngurihit
meralat,ngaralat
meramaikan,ngareuah-reuah
merampas,ngajabél
merancang,ngararancang
meranggas,pugur
merangkak,ngorondang
merangkul,ngagabrug
merapikan,ngarapikeun
merasa,ngarasa
merasa-rasakan,ngararasakeun
merasakan,ngarasakeun
merayakan,ngarayakeun
merayap,ngarayap
merdeka,merdika
merdu,halimpu
merebut,ngarebut
mereka,maranéhanana
merekam,ngarékam
meremehkan,ngamomorékeun
merendam,ngeueum
merenggut,ngadudut
merevisi,ngarévisi
merica,pedes
merinci,ngawincik
merindukan,sono kana
meringis,muringis
meringkuk,ngaringkuk
merk,mérek
merkuri,mérkuri
merobek,nyoékkeun
merobek-robek,ngajejewét
merodok,ngarojok
merokok,ngudud
meronda,langlang
merpati,japati
mertua,mitoha
mertuanya,mitohana
merubah,ngarobah
merugikan,ngarugikeun
merujuk,ngarujuk
merumuskan,ngarumuskeun
merupakan,mangrupa
merusak,ngarusak
mesin,
mesjid,masjid
meski,cacak
meskipun,sanajan
mesti,kudu
mestinya,sakuduna
meter,méter
meteran,méteran
metoda,padika
metode,padika
metro,métro
mewadahi,ngawadahan
mewah,mentéréng
mewakili,ngawakilan
mewariskan,ngawariskeun
mewarnai,ngawarnaan
mewujudkan,ngawujudkeun
mewujudkannya,ngawujudkeunana
meyakini,ngayakinan
miliar,milyar
milik,
miliki,piboga
milikna,
miliknya,bogana
militer,
milyar,
milyar,
milyaran,
milyarnya,milyarna
mimpi,ngimpi
minggu,
mingguan,
mini,
minimal,saeutikna
minoritas,
minta,ménta
minum,arot
minum,inum
minuman,inuman
minumannya,inumanana
minyak,
miring,doyong
miring,medeng
mirip,rimbag
mirip,jiga
misalnya,contona
miskin,
mitra,
mobil,
modal,
mode,
model,modél
modem,modém
moderen,modéren
mohon,ménta
momentum,moméntum
momok,hahalang
mondar-mandir,wara-wiri
montok,bahénol
montok,lintuh
monyet,monyét
moril,
motor,
mual,seueul
muatan,
muda,ngora
mudah,gampang
mudah-mudahan,susuganan
mudahnya,gampangna
mujarab,ampuh
muka,beungeut
mukul,peupeuh
mulai,mimiti
mulailah,mimitian
mulia,megah
muluskan,muluskeun
mulut,sungut
mulutnya,sungutna
mumpung,meungpeung
munafik,munapék
muncul,mecenghul
mundur,
mundurnya,mundurna
mungkin,meureun
muntah,utah
muntahnya,utahna
murah,
muram,mesum
murung,nguluwut
museum,musieum
musibah,balai
musik,musik
musim,usum
muslim,
muslimat,
muslimin,
mustahil,
mustika,
musuh,satru
mutlak,
nabi,
nafkah,napakah
nafsu,napsu
nah,tah
naik,naék
nakal,bangor
nama,ngaran
namanya,ngaranna
namun,tapi
nangis,ceurik
nanti,engké
nantinya,engkéna
napas,ambekan
narapidana,sakitan
nasi,sangu
nasib,
nasional,
nasrani,
navigasi,
negara,nagara
negaranya,nagarana
negatif,négatif
negeri,nagari
nelayan,pamayang
nenas,ganas
nenek,nini
neraka,naraka
ngaco,
ngambil,nyokot
nganggur,
ngapain,keur naon
ngasih,méré
nge,nga
ngebut,kebut
ngelamun,ngalamun
ngelanjutin,neruskeun
ngepit,ngempit
nggak,teu
ngiler,ngelay
ngobrak-ngabrik,ngubrak-abrik
ngomong,
ngulum,ngabaheum
niat,
nih,yeuh
nikmatnya,nikmatna
nilai,peunteun
niru,nyiru
nol,enol
nomor,nomer
nonton,lalajo
nopember,nopémber
november,nopémber
nular,tépa
nurani,
nusantara,
nya,na
nyaman,merenah
nyamuk,reungit
nyaris,ampir
nyata,téla
nyata,
nyawa,
nyawanya,nyawana
nyeri,
nyetrika,ngalicin
nyetrika,ngaléot
nyobain,nyobaan
obat,ubar
obrolannya,obrolanna
oh,baruk
oktober,
olah,
olahraga,
ole,olé
oleh,ku
oleng,ngagaléong
omong,bacot
ongkos,waragad
operasi,
opini,
oposisi,
optik,
orang,jalma
orangnya,jelemana
orangtua,kolot
oranye,oranyeu
organisasi,
otak,polo
otobiografinya,otobiografina
otomatis,
otomotif,
otoritas,
pabrik,
pacar,kabogoh
pacarnya,kabogohna
paceklik,nguyang
paceklik,paila
pacet,pacét
pada,dina
padahal,
padahal,malaur
padam,pareum
padat,mundel
padi,paré
pagar,pager
pagi,isuk-isuk 
pagi-pagi,isuk-isuk 
paginya,isukna
paha,pingping
paham,
pahit,pait
pahlawan,
pajak,pajeg
pakai,paké
pakaian,pakéan
pake,paké
paksa,
paling,pang
palsu,
palu,
paman,emang
paman,amang
paman,paman
paman,mamang
pancaindra,pancadria
pandang,tempo
pandangan,tetempoan
panen,panén
panggilan,panggero
pangkalan,
pangkatnya,pangkatna
pangku,pangkon
panglima,
pangling,kalinglap
panjang,embat
panjang,
pantai,basisir
pantasnya,pantesna
pantat,bujur
papan,
para,
paradoks,
parah,parna
paria,
pariwisata,
parkir,
partai,partéi
partainya,partéina
paruh,pamatuk
parut,parud
pas,
pasak,paseuk
pasalnya,pasalna
pasangannya,papasanganana
pasar,
pasca,pasca
pasir,keusik
pasokan,kiriman
paspor,
pasrah,
pasti,
pasukan,
patah,tugel
patah,pites
patah/lepas,gelenceng
paten,patén
patroli,
patung,
patungan,udunan
patut,
payudara,pinareup
payung,
pecah,peupeus
pedagang,padagang
pedas,lada
pedesaan,pilemburan
pedih,peurih
pedoman,padoman
peduli,paduli
pegal,cangkeul
pegangan,cecekelan
pegawai,pagawé
pegulat,tukang gulat
pejabat,pajabat
pejuang,pajoang
pekan,minggu
pekerja,pagawé
pekerjaan,pagawéan
pekerjaan,pakasaban
pelabuhan,palabuhan
pelajaran,palajaran
pelaksanaan,palaksanaan
pelaku,palaku
pelaminan,puadé
pelan,anca
pelancong,turis
pelanggan,langganan
pelanggannya,langgananna
pelanggaran,palanggaran
pelangi,kuwung-kuwung
pelangi,katumbiri
pelarian,buronan
pelariannya,buronanna
pelat,cadel
pelatih,palatih
pelatihan,palatihan
pelayan,ladén
pelayan,badéga
pelayanan,pangladén
pelepah,palapah
peleset,solédat
pelicin,gemuk
pelihara,pulasara
pelindung,nu ngajaga
pelipis,palipisan
peluang,kasempetan
pelupa,limpeuran
peluru,pélor
pemahaman,pamahaman
pemain,pamaén
pemakai,pamaké
pemakaian,pamakéan
pemalas,pangedulan
pemalu,kemba
pemanah,pamanah
pemandangan,tetempoan
pemanis,mamanis
pemantauan,pangimeutan
pemasaran,pamasaran
pematang,galengan
pembaca,pamaca
pembajakan,pabajoan
pembanding,bandingan
pembangunan,pangwangunan
pembatas,pangwates
pembawa,nu mawa
pemberitahuan,béja
pemberitahuan,uar
pembersihan,beberesih
pembiayaan,pabiayaan
pembuat,nu nyieun
pembukaan,bubuka
pemelihara,pamulasara
pemeluk,pangagem
pemenang,pinunjul
pemeriksa,pamariksa
pemeriksaan,pamariksaan
pemerintah,pamaréntah
pemerintahan,pamaréntahan
pemikiran,pamikiran
pemilik,nu boga
pemiliknya,nu bogana
pemimpin,pamingpin
pemimpinnya,pamingpinna
pemimpinnya,pupuhuna
pemodal,pamodal
pemrogram,pamrogram
pemrograman,pamrograman
pemuda,nonoman
pemuda,pamuda
pemujanya,pamujana
pemukul,paneunggeul
pemukulnya,panakolna
penahan,tahanan
penakut,borangan
penampungan,panandéan
penanda,tanda
penangkap,nu néwak
penangkapan,prosés néwak
penasaran,geremet
penata,nu nata
penawaran,panawaran
pencarian,panéangan
pencipta,panyipta
penciptaan,panyiptaan
pencopotan,panyopotan
pendanaan,ngadanaan
pendapat,pamadegan
pendek,pondok
pendekar,jawara
pendiam,antieum
pendidikan,atikan
pendidikannya,atikanana
pendiri,pangadeg
penduduk,nu nyicingan
pendukung,nu ngarojong
penegak,pangadeg
penelitian,panalungtikan
penembak,panémbak
penempatan,nempatkeun
penentu ,panangtu
penerbangan,pangapungan
penerima,panarima
pengadaan,ngayakeun
pengadilan,pangadilan
pengajaran,pangajaran
pengakuan,pangakuan
pengalaman,pangalaman
pengalaman,luang
penganggur,pangangguran
pengangguran,pangangguran
pengantar,panganteur
penganut,panganut
pengap,mabek
pengaruh,pangaruh
pengaturan,pangaturan
pengawal,ponggawa
pengawas,pangawas
pengecut,kecingan
pengelola,nu ngokolakeun
pengembalian,pangbalikan
pengemudi,supir
pengemudinya,jurumudina
pengen,hayang
pengenalan,ngawanohan
pengetahuan,pangaweruh
